0.05,0.05,0.03,-0,0.02,0.055,0.99937,-2.7434e-17,-0,0.035383
0.05,0.05,0.03,-0,0.02,0.055,0.99934,-0.0087211,0.00030877,0.035382
0.05,0.05,0.03,-0,0.02,0.055,0.99922,-0.017441,0.00061752,0.035378
0.05,0.05,0.03,-0,0.02,0.055,0.99903,-0.026161,0.00092623,0.035371
0.05,0.05,0.03,-0,0.02,0.055,0.99877,-0.034878,0.0012349,0.035362
0.05,0.05,0.03,-0,0.02,0.055,0.99842,-0.043592,0.0015434,0.03535
0.05,0.05,0.03,-0,0.02,0.055,0.998,-0.052303,0.0018518,0.035335
0.05,0.05,0.03,-0,0.02,0.055,0.99751,-0.06101,0.0021601,0.035317
0.05,0.05,0.03,-0,0.02,0.055,0.99694,-0.069713,0.0024682,0.035297
0.05,0.05,0.03,-0,0.02,0.055,0.99629,-0.07841,0.0027761,0.035274
0.05,0.05,0.03,-0,0.02,0.055,0.99557,-0.087101,0.0030839,0.035249
0.05,0.05,0.03,-0,0.02,0.055,0.99477,-0.095786,0.0033913,0.03522
0.05,0.05,0.03,-0,0.02,0.055,0.9939,-0.10446,0.0036986,0.035189
0.05,0.05,0.03,-0,0.02,0.055,0.99295,-0.11313,0.0040055,0.035156
0.05,0.05,0.03,-0,0.02,0.055,0.99192,-0.12179,0.0043121,0.035119
0.05,0.05,0.03,-0,0.02,0.055,0.99082,-0.13044,0.0046184,0.035081
0.05,0.05,0.03,-0,0.02,0.055,0.98965,-0.13909,0.0049244,0.035039
0.05,0.05,0.03,-0,0.02,0.055,0.9884,-0.14772,0.00523,0.034995
0.05,0.05,0.03,-0,0.02,0.055,0.98707,-0.15634,0.0055352,0.034948
0.05,0.05,0.03,-0,0.02,0.055,0.98567,-0.16494,0.0058399,0.034898
0.05,0.05,0.03,-0,0.02,0.055,0.98419,-0.17354,0.0061442,0.034846
0.05,0.05,0.03,-0,0.02,0.055,0.98264,-0.18212,0.0064481,0.034791
0.05,0.05,0.03,-0,0.02,0.055,0.98101,-0.19069,0.0067514,0.034733
